Gene,Half_Life
YGL057C,69.45988681866683
YLR166C,69.45200237285191
YHL035C,69.41742399509472
YDL229W,69.41422875964889
YJR114W,69.40410184930242
YJL077C,69.36794120782601
YPR030W,69.35396945986976
YDR515W,69.27614873886742
YDL185W,69.22805476361084
YPR095C,69.21120370788495
YGR016W,69.16903534042667
YPR167C,69.13057608998949
YPL184C,69.12110557803487
YOR346W,69.03921157258065
YLR031W,68.97395313494552
YMR153C-A,68.96586199656024
YDR431W,68.93930560640837
YLL049W,68.90569458375171
YMR137C,68.88157830810079
YKL048C,68.86490499965491
YFR053C,68.86470907935866
YHR138C,68.85451220010283
YBR024W,68.61511820254735
YHR130C,68.54282692202183
YOR151C,68.46705165143145
YGL088W,68.44383388277659
YJL057C,68.40013723205357
YNR057C,68.34052985571303
YGR265W,68.32881635281895
YGL005C,68.31296166335666
YKR033C,68.2665619340475
YEL073C,68.26296385652459
YER185W,68.26290529384549
YFL039C,68.18587854479199
YGL064C,68.16455409976922
YIR027C,68.14395888010813
YML102C-A,68.10932213283466
YER038C,68.06820697549213
YEL041W,68.04692508040281
YLR454W,68.0461969501485
YPR078C,68.00495263346237
YBR128C,67.99964883864952
YPL061W,67.89282019241111
YDL094C,67.84853757828124
YMR086C-A,67.84651379886263
YDL032W,67.82592713933572
Q0075,67.77026421478801
YPR069C,67.74303344000255
YKR015C,67.64612338055798
YPR131C,67.63255515129681
Q0080,67.62123212575847
YML002W,67.60648569332604
YDR286C,67.59802682004408
YGL217C,67.56005101537008
YMR317W,67.54942638079797
YKR052C,67.53547434627568
YPL087W,67.52768880487764
YNL277W,67.41578091773836
YNL092W,67.40709508803452
YGR139W,67.34337847010175
YHR100C,67.32482932726529
YBL088C,67.1477459569418
YKL198C,67.1353007214138
YKL157W,67.13489181156211
YDR216W,67.13148328438321
YPL149W,67.09613204060008
YJR154W,67.02733846910742
YPL036W,67.01445486760893
YAR030C,67.00189957777926
YOL048C,66.83874252476551
YDL149W,66.82731592734807
YJR109C,66.82521396058614
YFL003C,66.81535874943317
YDR027C,66.77613865425228
YPR152C,66.77152259489323
YJR120W,66.71910328629583
YFL040W,66.71678981451171
YDL169C,66.59900243355929
YJR039W,66.58934236115675
YOR137C,66.58459200109475
YGL247W,66.54358282127004
YNL144C,66.5434603867948
YOL136C,66.53202491345152
YLR384C,66.41913204688349
YKL061W,66.3010291862302
YLR122C,66.23700287443539
YHR044C,66.22235536099056
YIR011C,66.20677100863595
YLR267W,66.1616628283532
YJL171C,66.07313472081688
YMR232W,66.05278008006513
YPR083W,66.01898653009583
YLR058C,66.01062372051932
YPR156C,65.92365212798906
YML084W,65.87882279280646
YER137C,65.85430722030127
YJL090C,65.83131791403565
YAL028W,65.78923958324394
YMR152W,65.76319719326544
YBR124W,65.76070664713376
YMR087W,65.69054183899392
YIL164C,65.59591428879494
YLR296W,65.59170281835448
YGR288W,65.5098337198604
YDR285W,65.39992769463632
YBR056W,65.38355992313676
YLR179C,65.32167999369888
YJL141C,65.28042670026286
YGL234W,65.21716154811321
YGL255W,65.1640739374665
YBL047C,65.11870660812983
YLR281C,65.10661376675203
YDR150W,65.04015644367837
YCR091W,65.03747516011326
YJL071W,65.0341178939306
YPL073C,65.00400697151123
YLR173W,64.99678496028325
YMR247C,64.93125394113773
YDL175C,64.90846950617814
YNL237W,64.80944076179222
YDL038C,64.78920937406123
YAL025C,64.7714810365736
YGL081W,64.76653499347971
YDL106C,64.69787232975776
YJL060W,64.69064077480347
YBR170C,64.66044835605136
YDR530C,64.65049911290171
YDL200C,64.64694860303483
YDR008C,64.63542523433826
YER087W,64.63532550143152
YDR166C,64.59481981671927
YFL010C,64.5152729721615
YEL070W,64.50495376560231
YDR319C,64.45555629724039
YNL185C,64.45124106940679
YOR394W,64.43305473674631
YHR145C,64.43202154776934
YNR072W,64.40464093222339
YLR240W,64.31716449345022
YNL176C,64.23824307860848
YPL062W,64.21748323226221
YHR092C,64.1612221125218
YOL004W,64.13914246781826
YBR216C,64.13342431038785
YOL106W,64.12924251871738
YOL090W,64.0325262835948
YDR085C,64.02614551354996
YIL171W,64.01644108896846
YGL182C,64.0026104244482
YLR442C,63.975855648785206
YIR015W,63.94741520627089
YDR136C,63.918021762681384
YDR368W,63.91116695113414
YGL015C,63.81222863061411
YOR186W,63.80011710014139
YLR080W,63.77787476813076
YER163C,63.77487618526157
YDR255C,63.73374943661293
YBR083W,63.64118387791968
YOR029W,63.47306949112012
YAL026C,63.46792675652385
YMR324C,63.425825358403074
YBR285W,63.35629511939185
YAL020C,63.34289954565418
YPR117W,63.31683407933117
YDL126C,63.25158234420368
YLR338W,63.23229051097977
YJL020C,63.1526767799204
YJL067W,63.15003304166802
YBR012W-B,63.086248574828545
YLR312W-A,63.015333993614256
YOL104C,62.96387807911623
YGR213C,62.91298262801108
YBL073W,62.90346124442968
YOR008C-A,62.90252118861177
YGR194C,62.86865400448716
YLR152C,62.855094558637134
YHR078W,62.84801580083511
YDL043C,62.847415499542116
YMR240C,62.84723885285657
YCR083W,62.83555773516199
YOL055C,62.82389953585053
YLR125W,62.82247828459683
YMR106C,62.786325427895704
YMR316C-B,62.72583792660224
YMR176W,62.702724431614726
YLR284C,62.64129727288953
YDR063W,62.58328933012856
YMR048W,62.546488432691795
YOR133W,62.542452071366405
YGL164C,62.52766034738156
YPR059C,62.492981016770614
YHR067W,62.4614569058783
YDR479C,62.46053154735757
YHR212C,62.438713130626766
YPL223C,62.42203121649752
YDR283C,62.4025088193068
YDR483W,62.39199292461944
YHR112C,62.36257989536376
YFL029C,62.35750838178418
YPR098C,62.34393388608735
YOL095C,62.33411909827156
YAL030W,62.31626998516879
YIL167W,62.31434641727835
YER178W,62.30329326716399
YLR334C,62.29597352384398
YMR053C,62.24594269052392
YAL009W,62.2163902826494
YLL015W,62.211976916435006
YPR054W,62.2091915487054
YNL171C,62.19041399038526
YBR017C,62.150094561658335
YPL166W,62.1113065056207
YBR166C,62.04674402169179
YLR348C,62.0315792441261
YGR089W,61.995873606429655
YML020W,61.97304160183631
YER188W,61.88739537056114
YMR316W,61.82558703728245
YMR291W,61.813620301712234
YJL120W,61.78760669737287
YAR010C,61.75840280799756
YOR375C,61.75575336621284
YNL156C,61.739954905643835
YMR085W,61.732605316327835
YNR010W,61.73017347849742
YNR042W,61.7120381883967
YOL033W,61.704586806979236
YOR300W,61.70024998310049
YCL009C,61.690651931807444
YGL178W,61.671865902765035
YGL133W,61.655995032369695
YJL118W,61.64875653045527
YGR224W,61.62270025477135
YDL034W,61.61724799399416
YNR040W,61.56772654977099
YBL053W,61.53837310703752
YJL043W,61.526728612446604
YNR070W,61.48297921412202
YKR097W,61.42238984771553
YPL139C,61.28607490001756
YDR301W,61.22929922320909
YNL010W,61.21469410753323
YAR053W,61.140880484281304
YAL065C,61.11752392332204
YBR150C,61.111284450104954
YJR020W,60.999132718052714
YPL136W,60.937082915540195
YBR127C,60.91224328452472
YOR190W,60.85828960875668
YDL049C,60.811578551250506
YBR208C,60.76657563608751
YHL018W,60.73109124362642
YMR224C,60.70588696744374
YOR198C,60.65086075696388
YJR139C,60.58631053034427
YLL020C,60.58611000738429
YNL135C,60.57904314662238
YLL007C,60.54523926508536
YDL195W,60.53054249208316
YAL008W,60.49744417920709
YBR180W,60.4833238827714
YCL050C,60.47134981809364
YLR278C,60.458533144687784
YDL035C,60.429868089455645
YDL141W,60.381773097901515
YHR004C,60.345695248891836
YDR334W,60.26949400556644
YPR168W,60.221591465338875
YJR026W,60.184305202112405
YPR002W,60.17652676295856
YDL029W,60.15035154043849
YER023W,60.11911693251781
YNL318C,60.096846966109865
YBR240C,60.082965663350414
YPR040W,60.057775369512484
YNL189W,60.02371851586207
YPL245W,59.95559549441568
YPL167C,59.95228287516768
YML130C,59.89862192480232
YMR255W,59.881933518469026
YLR301W,59.80194597656191
YLR437C,59.80024864284149
YGL041C,59.79618395375235
YLL041C,59.791492939762
YDR223W,59.716853390902735
YBR037C,59.68785681218802
YJR104C,59.68711778725546
YOR313C,59.683620328592255
YFL006W,59.680736628450354
YPR116W,59.679899178069874
YJL026W,59.675540710189416
YDL151C,59.601144700194
YJR150C,59.58663869371759
YPR166C,59.5322012078291
YFR049W,59.52108268023494
YOR003W,59.50662554884057
YMR206W,59.4940104054725
YMR175W,59.45743706984851
YNL296W,59.427340011487544
YPR094W,59.41757185755689
YHR190W,59.41087547299804
YBR230C,59.38839610346988
YHR165C,59.376385122987195
YFL054C,59.356168955914725
YEL071W,59.35441695156428
YJL199C,59.291949222700836
YMR052C-A,59.26851534053083
YHR118C,59.25984598044036
YDR311W,59.2256615680476
YOR295W,59.18345868673166
YAL044C,59.17273688547491
YDR244W,59.11106498776875
YOR225W,59.09707132619889
YMR109W,59.072570731859514
YPR128C,59.058790093881235
YPL052W,59.0164360262408
YDR024W,58.96920432553148
YIL121W,58.95828702912868
YDL140C,58.922343421632554
YAR066W,58.75900036111319
YKR011C,58.70030766851327
YOR185C,58.68329428226991
YBR097W,58.678346773318815
YMR273C,58.66862025934415
YOL119C,58.65315862843787
YMR122C,58.65309303564685
YIL003W,58.61489812583309
YMR187C,58.59356317279083
YJL152W,58.57299251098016
YNL279W,58.570953987367425
YFL055W,58.56434080054452
YHR185C,58.55605976855169
YER172C,58.52088383164045
YLR235C,58.49107401086714
YKL092C,58.48804458712388
YLR310C,58.45809530321514
YHR198C,58.427785073510556
YGR091W,58.4176723800766
YAL016W,58.3091360853891
YMR320W,58.29986282378732
YOR366W,58.2779533569412
YDR230W,58.250036389017936
YLR174W,58.24238365285792
YER071C,58.18003021096082
YAR062W,58.17173892111712
YDR235W,58.13817544654821
YGR008C,58.10408918325805
YDR127W,58.09182952900838
YOR096W,58.07743867892515
YFR046C,58.06895912664721
YCR088W,57.95660816405418
YBR045C,57.92549497336997
YEL068C,57.92145072234032
YGL238W,57.90967213233279
YNL127W,57.89806582700516
YBR156C,57.884067184005
YCR085W,57.749389488520336
YPL180W,57.74128347491351
YFL038C,57.73879400515992
YGL230C,57.73598015170591
YHR001W-A,57.687119299128376
YDL105W,57.654435646375354
YDR057W,57.62884531930633
YNR066C,57.582046227373205
YNL269W,57.53883743647032
YGL131C,57.53256622345409
YLR390W-A,57.52676214141216
YOL073C,57.459915050096505
YPL110C,57.43315138611636
YPR172W,57.42179415880512
YJL142C,57.41717695764532
YER066W,57.4099312904431
YPL132W,57.39425647205619
YLR047C,57.38729306069237
YEL028W,57.37081596289941
YEL012W,57.3645342345852
YER043C,57.28301477744116
YJR115W,57.2738695870215
YHR038W,57.24976616852393
YOL118C,57.22945333748333
YJL061W,57.22066407217389
YIL139C,57.16415474861374
YMR081C,57.144172191844895
YDL020C,57.135397799539966
YLR215C,57.11337247475535
YLR054C,57.09644247327605
YHR029C,57.07695363733503
YFR057W,57.02097126861395
YOR073W,57.016891719096655
YLR150W,56.97785630073644
YPR170C,56.94875363152658
YGL136C,56.94177972985336
YGL085W,56.89779761094095
YDR532C,56.886876405235796
YIL058W,56.88241690035041
YNL088W,56.872627598678434
YOR290C,56.86407404635907
YDR238C,56.83088520368387
YPR027C,56.79122497085565
YKR100C,56.7605319288163
YOL131W,56.75171205035888
YHR043C,56.72243670158159
YMR133W,56.69629174411317
YER028C,56.69556355800458
YDL059C,56.66427666837302
YAR035W,56.59435106167293
YGL103W,56.58122723087549
YDR409W,56.57869247118615
YDR144C,56.556838332597586
YPR046W,56.456246329494896
YOR314W,56.435618935861285
YNR012W,56.41551628147935
YLR354C,56.393017452239555
YER019W,56.382561588566574
YGR247W,56.36281357254021
YMR136W,56.347004812584075
YMR195W,56.34165215305018
YDL026W,56.336932691236704
YEL063C,56.313887780456376
YGR278W,56.304317397464914
YFR022W,56.29779836644477
YML116W,56.220613057921696
YLL030C,56.21413754140623
YGR269W,56.207636473165664
YDR219C,56.20168715380141
YDL009C,56.11858910731267
YAL051W,56.09120254900661
YGR254W,56.073435504924205
YJR028W,56.017280013715016
YEL013W,55.98565068273765
YKL208W,55.97176091535869
YOR381W,55.95752210549664
YLR364W,55.9400687270268
YOR071C,55.933685116392034
YOR176W,55.928724508521235
YDR222W,55.910510806777275
YKR005C,55.748815345821335
YLR076C,55.742095260775784
YNR071C,55.709753513340615
YGL192W,55.695520719155034
YLR324W,55.64686997841954
YLR010C,55.621461983743075
YEL019C,55.59464379028632
YJL048C,55.59372861206387
YML016C,55.57049329964557
YOR132W,55.49724788125754
YKR044W,55.47642378852503
YKL194C,55.41379563073111
YDR252W,55.38370059682986
YLL046C,55.367783441847145
YDL100C,55.34989438848345
YNL138W,55.32720914581174
YJL023C,55.255434477640904
YHR193C,55.25240121027213
YJR152W,55.207528466715516
YKR095W,55.13199066971675
YOR130C,55.12216025870496
YDL093W,55.0500079522775
YDR531W,55.04854295726371
YDR240C,55.03234021047951
YBR148W,54.98091669839243
YPR073C,54.964376386591454
YNL324W,54.96432134100168
YIL123W,54.947117744106755
YNL105W,54.94574468316961
YBR006W,54.94087797743188
YBR012W-A,54.92578175368375
YIL120W,54.92410213062955
YOL105C,54.91845175641779
YLR110C,54.91209549916497
YGL137W,54.91015883990909
YLR099C,54.90465135155573
YLR042C,54.8726901881367
YBR140C,54.86079909874863
YDL067C,54.836538758239385
YER080W,54.8075293604177
YCL004W,54.71501480051273
YLR085C,54.69594583763793
YJL147C,54.681733461656165
YGR279C,54.679161285058605
YJL027C,54.67706636750332
YER004W,54.67461666683889
YOL047C,54.66962422663266
YOR155C,54.644665120953924
YKL202W,54.62756331626417
YDR191W,54.61706483783746
YBR132C,54.602318352733626
YDR248C,54.59989251558397
YEL014C,54.571657946622395
YCL006C,54.52102431910332
YMR071C,54.480162297940815
YER052C,54.41974451460526
YHR153C,54.4104816944877
YJR136C,54.35412497381875
YLR363C,54.34641558780127
YIL119C,54.34173599625145
YLR260W,54.326047944117356
YPL248C,54.307818070749214
YGL024W,54.27970066335156
YPL225W,54.23781551399628
YER180C,54.2287769178729
YDR453C,54.21561629480857
YJL100W,54.2062071313949
YGR060W,54.2046333599172
YKL058W,54.196965885739196
YDR357C,54.1690136875836
YMR047C,54.130762725104994
YLR273C,54.11678399723362
YJR059W,54.1015238163745
YDL196W,54.090490531777725
YJL135W,54.08225255558805
YPR194C,54.0792542240938
YFR035C,54.07187046025725
YDR421W,54.05727400959432
YGR061C,54.04446466655636
YOR339C,54.02897540035169
YPR081C,54.015092572269246
YGL047W,54.00204784189145
YBR033W,53.93683945243484
YDL150W,53.905994057204595
YAL049C,53.86525926001236
YMR040W,53.85412544300407
YPR115W,53.8399368090692
YGR240C,53.839258271599995
YLR385C,53.80157663702798
YHR014W,53.79665226813907
YIL113W,53.760082416457415
YMR101C,53.699799369674025
YDL041W,53.68991379005114
YGR154C,53.670271313502646
YIL124W,53.650305183879624
YDL124W,53.632238044667226
YDL247W,53.62605981313926
YIL091C,53.615655169579426
YPL280W,53.60962018397902
YLR356W,53.6071274378396
YJL185C,53.588995204308716
YML050W,53.58766429793534
YDL006W,53.562874434272864
YJR052W,53.53025610146068
YGR182C,53.518810448106535
YER115C,53.49820147152545
YNL071W,53.48236140795669
YPL017C,53.46994330897011
YOL086C,53.440145298746714
YKL224C,53.402027191362045
YDR473C,53.344375634726376
YDR517W,53.2939954537968
YDL218W,53.28619943130414
YPL137C,53.25327959419818
YJR102C,53.20808365005627
YLL064C,53.2026824848734
YHR023W,53.181272164668485
YNL328C,53.160662508236214
YLR256W,53.15577343723456
YDL145C,53.14807797697973
YMR293C,53.143223234795464
YJR038C,53.13937630384355
YIL146C,53.081174833674254
YOL159C,53.06051757615707
YPL095C,53.055468118732755
YDL146W,53.018667781311535
YDL077C,53.01674531626717
YGL046W,52.992967994822166
YOL035C,52.98003150896025
YOR038C,52.97627880388277
YPL037C,52.92160073213919
YMR298W,52.920774176549536
YMR155W,52.91930036420234
YNL184C,52.91547732493361
YOR062C,52.90926588301008
YDR006C,52.90027936872246
YMR211W,52.88736735782212
YDL180W,52.855125869352094
YLR151C,52.84992290122121
YPL085W,52.772084775908205
YLR368W,52.758483111041265
YLR098C,52.74268802871686
YPL235W,52.72744143785132
YLR243W,52.72566721000631
YLR039C,52.71947167514608
YBR165W,52.662692174557094
YLR318W,52.602125088724875
YMR140W,52.590095498168466
YJR021C,52.58471779555264
YAL003W,52.58204374119506
YLL017W,52.58194722081079
YMR325W,52.58108031047316
YMR313C,52.5705435455011
YOR258W,52.556547223714304
YHR106W,52.473411655274475
YOR388C,52.47057225689433
YNL297C,52.432114268196294
YAR031W,52.42774658844714
YOL152W,52.41628195226599
YJL058C,52.404250430483636
YOR199W,52.373916764066145
YGL096W,52.37263983221046
YKR048C,52.36968964001712
YHL005C,52.356742696269684
YDR178W,52.34751432639275
YGR289C,52.32627567608899
YDR139C,52.29562091541205
YAL064C-A,52.28803146962011
YIL166C,52.27794415366023
YBL099W,52.20137227721526
YOR332W,52.13783075021604
YGL251C,52.13463807201364
YOR345C,52.09981026075141
YBR201W,51.99528378515701
YLR313C,51.99499946940767
YHR120W,51.964591233805265
YDR389W,51.94441102569844
YPL084W,51.93584992251005
YDL084W,51.88793794503572
YMR099C,51.87024048583859
YIL125W,51.86822461003789
YHR033W,51.86405114438389
YDR193W,51.8517412130934
YKR103W,51.83656283439653
YLL063C,51.81811549662308
YLR456W,51.81262798309375
YIL059C,51.738388237089666
YNL249C,51.72009457499654
YGR073C,51.71652943451005
YMR135C,51.71422357486184
YJL007C,51.70854607698925
YFL018C,51.70284500524483
YMR036C,51.693402326186835
YFL007W,51.68303152200691
YBR223C,51.670582548995014
YGL252C,51.664946153963754
YOR011W,51.66052281577402
YKL020C,51.64459260132907
YKR017C,51.63084736088931
YPR020W,51.613501227188316
YDR203W,51.597008158598484
YOR269W,51.59051624898826
YDR372C,51.57485922205577
YKL215C,51.54765925300737
YKR001C,51.52783391593912
YIL148W,51.510650104240575
YCR031C,51.50737307540987
YDL193W,51.475956079817045
YDR132C,51.47531491678622
YGL239C,51.47218616638177
YBR082C,51.463502997857475
YLR249W,51.454438129289684
YBR027C,51.437452815105914
YOL150C,51.433895950976364
YDR179C,51.40551028593177
YBR162C,51.383372883608445
YDR023W,51.375577290285044
YBR125C,51.350412275022904
YNL155W,51.3443153541749
YAR050W,51.322142605745995
YNR063W,51.32172951786374
YDR304C,51.30641070353581
YLR177W,51.27637331873047
YPR049C,51.246774811658305
YCR024C,51.246558671686834
YMR094W,51.2325546851515
YFR048W,51.22341358021472
YPR070W,51.19156818948824
YGL117W,51.151922402212975
YAL034W-A,51.11455396402237
Q0105,51.09563846372215
YHR011W,51.05023327740537
YOL166C,51.007518924885325
YBR096W,50.97800241419505
YOR060C,50.96350818228947
YGR090W,50.9621331605047
YDR511W,50.93619460422498
YHR037W,50.910545615097085
YLR431C,50.88456501747016
YNR024W,50.8190771977163
YDR269C,50.816454829167924
YOR077W,50.80890610773513
YNL271C,50.781282942282644
YLR460C,50.712480611902045
YGL214W,50.70766438225326
YDR433W,50.64890848208764
YGR051C,50.615061525738135
YLR241W,50.57823850478832
YHR150W,50.556151570527454
YDR438W,50.551058529068285
YOR093C,50.537650296604255
YKR096W,50.52860188894752
YFL009W,50.52195874969285
YHR195W,50.51723685902996
YNL194C,50.51467200600974
YBR263W,50.506387408897176
YLL018C,50.50109440766948
YGL204C,50.497396337519554
YJL195C,50.49512500182429
YOR055W,50.49469629496124
YNL074C,50.47713889204255
YGL188C,50.469900698996554
YNR035C,50.457445341968516
YDL245C,50.42679936674413
YKR065C,50.42637839179267
YLR021W,50.39587017898141
YHR093W,50.376615228656696
YMR096W,50.36284470585675
YKR018C,50.29734973597301
YJR107W,50.27838164874941
YLR050C,50.23940476582703
YIL154C,50.2310810215657
YFL036W,50.230817765645135
YDL171C,50.21780247676733
YKL064W,50.201533886125254
YCR014C,50.183328988330416
YJL161W,50.17801933455728
YPL047W,50.17275218993266
YBL108W,50.16572595411499
YOR267C,50.12351623482067
YBR178W,50.08907324506183
YNL106C,50.087419233359554
YCL065W,50.074256086067635
YDR457W,50.05699424183789
YDR385W,50.056353673750344
YEL022W,50.05494341290385
YIL015C-A,50.041777152873976
YCR093W,50.03136532772575
YER042W,50.02210768130093
YJL136C,50.01127245333641
YDL058W,49.99502526812429
YJL080C,49.956953442679925
YLR014C,49.95607503644022
YML036W,49.95033866937752
YDR021W,49.892212881829465
YJL070C,49.87803818113787
YBR234C,49.875735722910854
YKR082W,49.865553481386904
YDR135C,49.85886294485359
YGR266W,49.85579370387179
YFL042C,49.85199755916957
YGR282C,49.83232269973752
YPL250C,49.82186676424528
YKL139W,49.791428931531975
YLL028W,49.785717788157875
YPR191W,49.78142787592271
YAL069W,49.76148880335066
YBL109W,49.72671223393684
YKR004C,49.715593762657434
YKR030W,49.68638012686872
YGR133W,49.6589866405524
YML028W,49.65683215561832
YGL009C,49.656140319638176
YGR118W,49.646742211991466
YNL145W,49.64624047916112
YGR004W,49.54984713062743
YOL114C,49.54945242542598
YFL058W,49.548490492313555
YER119C,49.493659080083255
YNL198C,49.485561660168
YMR074C,49.46667340286021
YPL202C,49.44573391798582
YJR111C,49.42427605717047
YJR073C,49.41066538956815
YDR134C,49.392510715659334
YJL172W,49.39037530587172
YNL209W,49.3899934512767
YPL046C,49.38744078287789
YIL080W,49.38717052302281
YNL260C,49.37752694838882
YGL198W,49.37071446727654
YHL006C,49.3700463597514
YEL058W,49.361706167199486
YPL279C,49.35515645275092
YMR057C,49.35227178435191
YGL167C,49.33961060819981
YKL078W,49.330488352572175
YBL061C,49.312106839327356
YDL114W,49.30637883199507
YML059C,49.29862669925228
YDL219W,49.274932564567244
YGR113W,49.26876674219279
YLR037C,49.23321637455235
YCL073C,49.225954406570814
YPL144W,49.20149147929329
YEL029C,49.169261597839245
YDL244W,49.130632627540216
YBR137W,49.10359926244697
YMR114C,49.10114511510167
YLR316C,49.09833681353337
YGR102C,49.09161982823219
YDL154W,49.089845259775814
YER151C,49.078140711918
YBL055C,49.07807443110115
YML072C,49.07732567065877
YDL019C,49.062941378582366
YDR260C,49.021221211353954
YDL066W,49.01931386256111
YCR007C,49.01578342081069
YKR104W,49.01412988324819
YKR099W,49.00823092155489
YOR386W,48.98938210447564
YGR169C,48.98449752659413
YJL033W,48.961895828316216
YDR472W,48.93751556971309
YGR230W,48.93443221363554
YGR153W,48.913425250514415
YGR201C,48.89434224539735
YMR194W,48.8657662780063
YOL001W,48.854742485599715
YHR168W,48.849683934452734
YPL016W,48.84314786091738
YJR105W,48.82945645393471
YBR232C,48.81309606335543
YPR101W,48.80914840151164
YIL054W,48.77071375285353
YOL053W,48.77018122043149
YGL091C,48.7661929195408
YKR041W,48.74602730301751
YJL017W,48.737723658813636
YBL017C,48.72820722145724
YPR032W,48.71800290676358
YDR155C,48.71613431782254
YBR218C,48.700913108817495
YNL221C,48.69117976834601
YBR287W,48.68127726578467
YMR184W,48.67487768024794
YHR049C-A,48.663991127483435
YAL027W,48.640920951515994
YOR005C,48.6397728198471
YGR233C,48.63787202800452
YOR328W,48.62756420374268
YBL027W,48.61074644720957
YKL044W,48.58926738772647
YGL118C,48.5790376551977
YPL002C,48.559364455063076
YDR314C,48.557110395787646
YPL168W,48.54309081939519
YPL188W,48.53173816797102
YBL100C,48.51124583867912
YMR151W,48.504519124536316
YDR169C,48.47086718862817
YLL057C,48.46902089429169
YGR237C,48.462661286857355
YBL001C,48.41746187802779
YPR092W,48.397622170754204
YMR009W,48.379845128741145
YJR127C,48.362101329174635
YJL153C,48.34661544318493
YAR029W,48.281580176339055
YGL102C,48.25686968451117
YGL222C,48.22321819972796
YHR189W,48.211932944892176
YOR059C,48.19831043417086
YHR059W,48.19033196695523
YBR081C,48.171973746782726
YJR159W,48.149611765208356
YPL114W,48.12868253965914
YER141W,48.08301181443949
YMR271C,48.07673586516995
YJL045W,48.06437365777271
YGR045C,48.055572583362235
YLL023C,48.0548365368874
YFR010W,48.04754873346064
YGL144C,48.040225756167956
YMR205C,48.0183782852444
YNL304W,48.017274319756304
YGR281W,47.99535076008684
YBR206W,47.98049770628679
YOL133W,47.948704334733186
YJL114W,47.94280660915237
YOR053W,47.864656992932574
YCR062W,47.85300427908418
YIL134W,47.823069659082044
YEL020C,47.82283448949181
YAL064W-B,47.82079465014689
YML048W-A,47.81980685421975
YJL108C,47.78923693132737
YEL047C,47.77547281554215
YDL228C,47.762922694420844
YLR194C,47.747440215151755
YNL320W,47.7229053117964
YDL045C,47.71727181775071
YER060W-A,47.695996489051346
YFL043C,47.69106269070127
YPL196W,47.6893439806063
YGR052W,47.669888154426424
YGL206C,47.665407723800406
YBR231C,47.64815147220534
YIR020C,47.618832867086226
YDR118W,47.60049002492566
YMR015C,47.59770337392371
YLR266C,47.595091317482876
YHL017W,47.58498123937129
YGR138C,47.539782324100486
YGR286C,47.53870647054732
YBR177C,47.5285953464792
YDR183W,47.516834904402934
YGL151W,47.51324752562011
YLR280C,47.50970050839413
YPR036W,47.509263780884396
YOR057W,47.501642278122056
YER009W,47.495220433239076
YGR171C,47.495094319242526
YJR033C,47.49346504628466
YFR003C,47.47004991863458
YMR041C,47.462121990651774
YBL076C,47.43811123425877
YDR072C,47.418689047525646
YPR182W,47.416562646475086
YDL170W,47.402800376445185
YEL033W,47.3889598627028
YMR095C,47.35846802660748
YIL057C,47.33059472416198
YGR101W,47.32799816321391
YGL226C-A,47.32714961574346
YPL142C,47.325666297236104
YIL078W,47.31980889547023
YKL182W,47.31067096453308
YFL059W,47.26891940949855
YBR176W,47.26105574661227
YBR052C,47.25657400242659
YLR410W,47.23772856998242
YIL144W,47.20131336618418
YGR055W,47.1403716341016
YOL029C,47.134894822560334
YOR084W,47.10108602720843
YNR034W,47.097319901918276
YBR226C,47.07834799012543
YGL141W,47.076770804602205
YGR155W,47.06840866152959
YER003C,47.066077393828856
YLR069C,47.05432554546758
YGL232W,47.045051778724115
YLR457C,47.036088350074415
YNL287W,47.01565430715482
YDR430C,47.01295648440364
YML051W,47.00363172063808
YJL121C,46.99805229427531
YKL096W-A,46.97969252639061
YOR139C,46.976391948811326
YOR180C,46.96276287397508
YHL029C,46.910541058040394
YLR435W,46.896717422291886
YCR038C,46.80936968412432
YJR050W,46.808039925914784
YGR264C,46.79205742841585
YPL271W,46.78005977093627
YDR011W,46.768778150183756
YDR002W,46.765727877106855
YKR019C,46.765501896259096
YLL032C,46.756621533411504
YNL262W,46.754153599389944
YGL254W,46.73571304801991
YPL159C,46.715961013365224
YDL158C,46.69852529854754
YML077W,46.68730984051892
YPR057W,46.58246602603924
YPL206C,46.57993987685452
YLR297W,46.57362334536746
YDL135C,46.55717662620028
YKR054C,46.55477759151987
YDR159W,46.55350779268012
YDL239C,46.54557437387362
YLR408C,46.54201636792265
YJL076W,46.53522442829814
YOR218C,46.50716681516258
YDR078C,46.494059821652485
YBR289W,46.446153528693486
YDR330W,46.4276431041242
YPR198W,46.42623567093676
YJL146W,46.39454643763658
YMR077C,46.38903101847137
YOR226C,46.37206396680313
YEL021W,46.37002579054172
YDL130W,46.35790209874904
YNL222W,46.34248906218071
YNL051W,46.32121653467734
YHR202W,46.3200974146327
YER169W,46.318959588223954
YDR033W,46.31646256174738
YJR018W,46.31343709518385
YKL158W,46.29444185081265
YNL210W,46.28892006109452
YGL191W,46.2854755200317
YBR064W,46.27816145797973
YPL092W,46.26454328345299
YDR522C,46.24628590244553
YHR051W,46.22518832843297
YIL037C,46.22064781871267
YPR140W,46.2151759630743
YAL056W,46.19817675238113
YPR005C,46.18862261809732
YJR138W,46.18042851335154
YHL037C,46.145941439104654
YNL016W,46.126368249297826
YOL075C,46.083771667209874
YKL054C,46.07604251762425
YPR185W,46.072362609549735
YHL019C,46.04184120754479
YKL094W,46.040973072284054
YCR067C,46.01787164552684
YBR048W,46.01284123272495
